codigo_municipio,municipio,ano,populacao,fonte,metodo
3300100,Angra dos Reis,2003,129621,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2004,136525,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2005,140345,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2006,144137,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2007,148476,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300100,Angra dos Reis,2008,164191,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2009,168664,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2010,169511,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300100,Angra dos Reis,2011,173370,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2012,177101,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2013,181486,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2014,184940,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2015,188276,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2016,191504,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2017,194619,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2018,200407,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2019,203785,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2020,207044,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2021,210171,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2022,167434,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300100,Angra dos Reis,2023,173277,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300100,Angra dos Reis,2024,179120,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300100,Angra dos Reis,2025,179142,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2003,8544,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2004,8893,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2005,9087,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2006,9279,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2007,8820,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300159,Aperibé,2008,9420,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2009,9556,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2010,10213,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300159,Aperibé,2011,10382,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2012,10545,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2013,10736,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2014,10882,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2015,11023,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2016,11160,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2017,11292,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2018,11612,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2019,11759,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2020,11901,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2021,12036,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2022,11034,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300159,Aperibé,2023,11227,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300159,Aperibé,2024,11420,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300159,Aperibé,2025,11426,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2003,90128,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2004,95003,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2005,97701,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2006,100378,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2007,98268,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300209,Araruama,2008,107285,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2009,109705,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2010,112008,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300209,Araruama,2011,114250,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2012,116418,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2013,118964,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2014,120948,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2015,122865,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2016,124940,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2017,126742,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2018,130439,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2019,132400,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2020,134293,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2021,136109,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2022,129671,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300209,Araruama,2023,133722,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300209,Araruama,2024,137773,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300209,Araruama,2025,137906,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2003,10419,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2004,10765,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2005,10957,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2006,11147,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2007,11009,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300225,Areal,2008,11797,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2009,11982,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2010,11423,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300225,Areal,2011,11540,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2012,11654,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2013,11785,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2014,11879,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2015,11970,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2016,12058,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2017,12143,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2018,12471,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2019,12572,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2020,12669,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2021,12763,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2022,11828,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300225,Areal,2023,12032,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300225,Areal,2024,12236,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300225,Areal,2025,12239,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2003,20567,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2004,22140,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2005,23011,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2006,23874,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2007,24560,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300233,Armação dos Búzios,2008,27701,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2009,28653,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2010,27560,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300233,Armação dos Búzios,2011,28279,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2012,28973,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2013,29790,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2014,30439,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2015,31067,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2016,31674,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2017,32260,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2018,33240,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2019,33870,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2020,34477,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2021,35060,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2022,40006,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300233,Armação dos Búzios,2023,41224,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300233,Armação dos Búzios,2024,42442,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300233,Armação dos Búzios,2025,42527,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2003,25113,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2004,25935,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2005,26390,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2006,26842,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2007,25248,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300258,Arraial do Cabo,2008,26636,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2009,26896,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2010,27715,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300258,Arraial do Cabo,2011,28010,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2012,28295,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2013,28627,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2014,28866,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2015,29097,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2016,29077,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2017,29304,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2018,30096,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2019,30349,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2020,30593,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2021,30827,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2022,30986,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300258,Arraial do Cabo,2023,31890,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300258,Arraial do Cabo,2024,32794,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300258,Arraial do Cabo,2025,32822,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2003,91369,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2004,93277,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2005,94332,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2006,95380,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2007,96282,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300308,Barra do Piraí,2008,102487,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2009,103833,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2010,94778,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300308,Barra do Piraí,2011,95260,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2012,95726,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2013,96261,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2014,96568,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2015,96865,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2016,97152,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2017,97460,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2018,99969,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2019,100374,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2020,100764,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2021,101139,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2022,92883,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300308,Barra do Piraí,2023,95692,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300308,Barra do Piraí,2024,98501,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300308,Barra do Piraí,2025,98506,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2003,173003,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2004,174500,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2005,175328,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2006,176151,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2007,175315,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300407,Barra Mansa,2008,176469,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2009,176899,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2010,177813,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300407,Barra Mansa,2011,178355,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2012,178880,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2013,179472,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2014,179697,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2015,179915,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2016,180126,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2017,179451,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2018,183976,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2019,184412,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2020,184833,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2021,185237,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2022,169894,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300407,Barra Mansa,2023,175791,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300407,Barra Mansa,2024,181688,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300407,Barra Mansa,2025,181679,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2003,457201,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2004,472325,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2005,480695,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2006,489002,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2007,480555,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300456,Belford Roxo,2008,495694,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2009,501544,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2010,469332,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300456,Belford Roxo,2011,472008,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2012,474596,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2013,477583,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2014,479386,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2015,481127,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2016,494141,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2017,495783,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2018,508614,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2019,510906,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2020,513118,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2021,515239,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2022,483087,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300456,Belford Roxo,2023,500675,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300456,Belford Roxo,2024,518263,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300456,Belford Roxo,2025,518384,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2003,23274,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2004,23688,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2005,23917,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2006,24145,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2007,24626,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300506,Bom Jardim,2008,26207,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2009,26549,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2010,25333,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300506,Bom Jardim,2011,25539,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2012,25738,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2013,25969,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2014,26126,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2015,26278,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2016,26424,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2017,26566,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2018,27269,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2019,27446,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2020,27616,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2021,27779,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2022,28102,IBGE SIDRA tabela 4714 Censo Demografico 2022,censo_oficial_ibge
3300506,Bom Jardim,2023,28919,Interpolacao linear entre IBGE SIDRA tabela 4714 Censo 2022 e tabela 6579 Estimativa 2024,interpolacao_linear_2022_2024
3300506,Bom Jardim,2024,29736,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300506,Bom Jardim,2025,29758,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2003,34820,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2004,35595,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2005,36024,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2006,36450,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2007,33888,IBGE SIDRA tabela 793 Contagem da Populacao 2007,contagem_oficial_ibge
3300605,Bom Jesus do Itabapoana,2008,35178,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2009,35303,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2010,35411,IBGE SIDRA tabela 200 Censo Demografico 2010,censo_oficial_ibge
3300605,Bom Jesus do Itabapoana,2011,35546,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
3300605,Bom Jesus do Itabapoana,2012,35677,IBGE SIDRA tabela 6579 Estimativas da populacao,estimativa_oficial_ibge
